strategy_code,future_id,region,time_period,difference_variable,variable_value_baseline,variable_value_pathway,difference_value,variable,value,name,sector,cb_type,item_1,item_2,Year,strategy_id,primary_id,strategy,ids,gdp_mmm_usd
PFLO:NZ,0,mexico,14,pop_unimproved_rural,275428.71277487616,243951.14560060462,-31477.567174271535,cb:wali:technical_cost:sanitation:unimp_rural,0.00020460418663276498,cb,wali,technical_cost,sanitation,unimp_rural,2027,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,44.638340818
PFLO:NZ,0,mexico,15,pop_unimproved_rural,276738.8262537581,237204.70821750673,-39534.11803625137,cb:wali:technical_cost:sanitation:unimp_rural,0.0002569717672356339,cb,wali,technical_cost,sanitation,unimp_rural,2028,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,45.558337025
PFLO:NZ,0,mexico,16,pop_unimproved_rural,278038.3618564441,230374.6426810535,-47663.71917539061,cb:wali:technical_cost:sanitation:unimp_rural,0.000309814174640039,cb,wali,technical_cost,sanitation,unimp_rural,2029,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,46.49729435099999
PFLO:NZ,0,mexico,17,pop_unimproved_rural,279327.31915236934,223461.85532189548,-55865.46383047386,cb:wali:technical_cost:sanitation:unimp_rural,0.00036312551489808007,cb,wali,technical_cost,sanitation,unimp_rural,2030,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,47.503997217
PFLO:NZ,0,mexico,18,pop_unimproved_rural,280290.03199493804,216223.73896752342,-64066.29302741462,cb:wali:technical_cost:sanitation:unimp_rural,0.000416430904678195,cb,wali,technical_cost,sanitation,unimp_rural,2031,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,48.57215811
PFLO:NZ,0,mexico,19,pop_unimproved_rural,281243.827116552,208923.98585801007,-72319.84125854191,cb:wali:technical_cost:sanitation:unimp_rural,0.00047007896818052243,cb,wali,technical_cost,sanitation,unimp_rural,2032,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,49.70489129
PFLO:NZ,0,mexico,20,pop_unimproved_rural,282188.70476056164,201563.36054325814,-80625.3442173035,cb:wali:technical_cost:sanitation:unimp_rural,0.0005240647374124727,cb,wali,technical_cost,sanitation,unimp_rural,2033,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,50.9055402155
PFLO:NZ,0,mexico,21,pop_unimproved_rural,283124.66448052984,194142.6270723631,-88982.03740816674,cb:wali:technical_cost:sanitation:unimp_rural,0.0005783832431530838,cb,wali,technical_cost,sanitation,unimp_rural,2034,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,52.1776936015
PFLO:NZ,0,mexico,22,pop_unimproved_rural,284051.7065201286,186662.54999894142,-97389.15652118716,cb:wali:technical_cost:sanitation:unimp_rural,0.0006330295173877166,cb,wali,technical_cost,sanitation,unimp_rural,2035,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,53.5252029965
PFLO:NZ,0,mexico,23,pop_unimproved_rural,284659.81563644746,178929.02697148098,-105730.78866496647,cb:wali:technical_cost:sanitation:unimp_rural,0.000687250126322282,cb,wali,technical_cost,sanitation,unimp_rural,2036,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,54.9522016925
PFLO:NZ,0,mexico,24,pop_unimproved_rural,285260.6594563607,171156.39567381618,-114104.2637825445,cb:wali:technical_cost:sanitation:unimp_rural,0.0007416777145865392,cb,wali,technical_cost,sanitation,unimp_rural,2037,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,56.463125402
PFLO:NZ,0,mexico,25,pop_unimproved_rural,285854.23795971,163345.27883411976,-122508.95912559025,cb:wali:technical_cost:sanitation:unimp_rural,0.0007963082343163365,cb,wali,technical_cost,sanitation,unimp_rural,2038,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,58.0627345935
PFLO:NZ,0,mexico,26,pop_unimproved_rural,286440.55112655077,155496.2991829847,-130944.25194356608,cb:wali:technical_cost:sanitation:unimp_rural,0.0008511376376331795,cb,wali,technical_cost,sanitation,unimp_rural,2039,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,59.75063942649999
PFLO:NZ,0,mexico,27,pop_unimproved_rural,287019.5989968252,147610.0794840813,-139409.51951274392,cb:wali:technical_cost:sanitation:unimp_rural,0.0009061618768328355,cb,wali,technical_cost,sanitation,unimp_rural,2040,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,61.520937904
PFLO:NZ,0,mexico,28,pop_unimproved_rural,287278.0798182015,139535.06734026904,-147743.01247793244,cb:wali:technical_cost:sanitation:unimp_rural,0.0009603295811065609,cb,wali,technical_cost,sanitation,unimp_rural,2041,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,63.3371088795
PFLO:NZ,0,mexico,29,pop_unimproved_rural,287530.9875982502,131442.7371877713,-156088.2504104789,cb:wali:technical_cost:sanitation:unimp_rural,0.001014573627668113,cb,wali,technical_cost,sanitation,unimp_rural,2042,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,65.19355781399999
PFLO:NZ,0,mexico,30,pop_unimproved_rural,287778.3226935582,123333.56686866756,-164444.75582489063,cb:wali:technical_cost:sanitation:unimp_rural,0.001068890912861789,cb,wali,technical_cost,sanitation,unimp_rural,2043,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,67.07811768799999
PFLO:NZ,0,mexico,31,pop_unimproved_rural,288020.08472882665,115208.03389153068,-172812.05083729597,cb:wali:technical_cost:sanitation:unimp_rural,0.001123278330442424,cb,wali,technical_cost,sanitation,unimp_rural,2044,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,68.9932127325
PFLO:NZ,0,mexico,32,pop_unimproved_rural,288256.2740981199,107066.61609358714,-181189.65800453274,cb:wali:technical_cost:sanitation:unimp_rural,0.0011777327770294628,cb,wali,technical_cost,sanitation,unimp_rural,2045,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,70.941419931
PFLO:NZ,0,mexico,33,pop_unimproved_rural,288181.7725839426,98805.17917163725,-189376.59341230537,cb:wali:technical_cost:sanitation:unimp_rural,0.001230947857179985,cb,wali,technical_cost,sanitation,unimp_rural,2046,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,72.91657194199999
PFLO:NZ,0,mexico,34,pop_unimproved_rural,288103.3690156781,90546.7731192129,-197556.59589646524,cb:wali:technical_cost:sanitation:unimp_rural,0.001284117873327024,cb,wali,technical_cost,sanitation,unimp_rural,2047,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,74.9175498205
PFLO:NZ,0,mexico,35,pop_unimproved_rural,288021.0635879474,82291.73245369902,-205729.33113424838,cb:wali:technical_cost:sanitation:unimp_rural,0.0013372406523726144,cb,wali,technical_cost,sanitation,unimp_rural,2048,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,76.952335028
PFLO:NZ,0,mexico,36,pop_unimproved_rural,287934.855910973,74040.39151996427,-213894.46439100872,cb:wali:technical_cost:sanitation:unimp_rural,0.0013903140185415569,cb,wali,technical_cost,sanitation,unimp_rural,2049,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,79.0316024145
PFLO:NZ,0,mexico,37,pop_unimproved_rural,287844.7461799114,65793.08484112237,-222051.66133878904,cb:wali:technical_cost:sanitation:unimp_rural,0.0014433357987021288,cb,wali,technical_cost,sanitation,unimp_rural,2050,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,81.16151915100001
PFLO:NZ,0,mexico,38,pop_unimproved_rural,287047.9084487776,57409.581689755294,-229638.32675902234,cb:wali:technical_cost:sanitation:unimp_rural,0.0014926491239336452,cb,wali,technical_cost,sanitation,unimp_rural,2051,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,83.3349842225
PFLO:NZ,0,mexico,39,pop_unimproved_rural,286251.07071764383,49071.61212302443,-237179.4585946194,cb:wali:technical_cost:sanitation:unimp_rural,0.001541666480865026,cb,wali,technical_cost,sanitation,unimp_rural,2052,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,85.545067765
PFLO:NZ,0,mexico,40,pop_unimproved_rural,285454.23298651003,40779.176140929776,-244675.05684558026,cb:wali:technical_cost:sanitation:unimp_rural,0.0015903878694962716,cb,wali,technical_cost,sanitation,unimp_rural,2053,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,87.7759865625
PFLO:NZ,0,mexico,41,pop_unimproved_rural,284657.39525537624,32532.273743471338,-252125.1215119049,cb:wali:technical_cost:sanitation:unimp_rural,0.001638813289827382,cb,wali,technical_cost,sanitation,unimp_rural,2054,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,90.027999
PFLO:NZ,0,mexico,42,pop_unimproved_rural,283860.5575242424,24330.90493064912,-259529.65259359326,cb:wali:technical_cost:sanitation:unimp_rural,0.001686942741858356,cb,wali,technical_cost,sanitation,unimp_rural,2055,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,92.286140432
PFLO:NZ,0,mexico,43,pop_unimproved_rural,283063.7197931086,16175.06970246312,-266888.6500906455,cb:wali:technical_cost:sanitation:unimp_rural,0.0017347762255891955,cb,wali,technical_cost,sanitation,unimp_rural,2056,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,94.5520498905
PFLO:NZ,0,mexico,44,pop_unimproved_rural,282266.8820619748,8064.768058913436,-274202.1140030614,cb:wali:technical_cost:sanitation:unimp_rural,0.001782313741019899,cb,wali,technical_cost,sanitation,unimp_rural,2057,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,96.835893779
PFLO:NZ,0,mexico,45,pop_unimproved_rural,281470.044330841,0.0,-281470.044330841,cb:wali:technical_cost:sanitation:unimp_rural,0.0018295552881504664,cb,wali,technical_cost,sanitation,unimp_rural,2058,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:unimp_rural:6003,99.138883438
PFLO:NZ,0,mexico,0,pop_improved_rural,774740.2481573615,774740.2481573615,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2013,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,35.59460469864133
PFLO:NZ,0,mexico,1,pop_improved_rural,781372.8299584783,781372.8299584783,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2014,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,36.5912536302033
PFLO:NZ,0,mexico,2,pop_improved_rural,787979.2587501039,787979.2587501039,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2015,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,37.798765
PFLO:NZ,0,mexico,3,pop_improved_rural,795505.2209341691,795505.2209341691,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2016,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,38.46883
PFLO:NZ,0,mexico,4,pop_improved_rural,802782.4264199316,802782.4264199316,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2017,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,39.188805
PFLO:NZ,0,mexico,5,pop_improved_rural,809816.8296656824,809816.8296656824,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2018,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,39.961635
PFLO:NZ,0,mexico,6,pop_improved_rural,816621.3302618397,816621.3302618397,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2019,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,39.8505
PFLO:NZ,0,mexico,7,pop_improved_rural,823204.9065374836,823204.9065374836,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2020,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,36.402835
PFLO:NZ,0,mexico,8,pop_improved_rural,810756.9977290471,810756.9977290471,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2021,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,38.527885
PFLO:NZ,0,mexico,9,pop_improved_rural,815830.4324566125,815830.4324566125,0.0,cb:wali:technical_cost:sanitation:imp_rural,0.0,cb,wali,technical_cost,sanitation,imp_rural,2022,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,40.02983500000001
PFLO:NZ,0,mexico,10,pop_improved_rural,820867.1229946595,820867.1229946595,0.0,cb:wali:technical_cost:sanitation:imp_rural,-0.0,cb,wali,technical_cost,sanitation,imp_rural,2023,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,41.3223983675
PFLO:NZ,0,mexico,11,pop_improved_rural,825867.0692163089,802270.8672387,-23596.201977608842,cb:wali:technical_cost:sanitation:imp_rural,0.0016069013546751618,cb,wali,technical_cost,sanitation,imp_rural,2024,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,42.3004995485
PFLO:NZ,0,mexico,12,pop_improved_rural,830830.2718153978,783354.256283089,-47476.015532308724,cb:wali:technical_cost:sanitation:imp_rural,0.003233116657750224,cb,wali,technical_cost,sanitation,imp_rural,2025,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,42.908780727
PFLO:NZ,0,mexico,13,pop_improved_rural,834885.0862784261,763323.5074545611,-71561.57882386504,cb:wali:technical_cost:sanitation:imp_rural,0.00487334351790521,cb,wali,technical_cost,sanitation,imp_rural,2026,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,43.739065631
PFLO:NZ,0,mexico,14,pop_improved_rural,838907.6816943283,743032.5180721193,-95875.16362220899,cb:wali:technical_cost:sanitation:imp_rural,0.0065290986426724314,cb,wali,technical_cost,sanitation,imp_rural,2027,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,44.638340818
PFLO:NZ,0,mexico,15,pop_improved_rural,842898.0581886761,722484.049876008,-120414.00831266819,cb:wali:technical_cost:sanitation:imp_rural,0.008200193966092702,cb,wali,technical_cost,sanitation,imp_rural,2028,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,45.558337025
PFLO:NZ,0,mexico,16,pop_improved_rural,846856.2163223911,701680.8649528384,-145175.35136955266,cb:wali:technical_cost:sanitation:imp_rural,0.009886441428266536,cb,wali,technical_cost,sanitation,imp_rural,2029,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,46.49729435099999
PFLO:NZ,0,mexico,17,pop_improved_rural,850782.1547840484,680625.7238272388,-170156.43095680967,cb:wali:technical_cost:sanitation:imp_rural,0.011587652948158738,cb,wali,technical_cost,sanitation,imp_rural,2030,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,47.503997217
PFLO:NZ,0,mexico,18,pop_improved_rural,853714.4097067834,658579.6874880899,-195134.72221869347,cb:wali:technical_cost:sanitation:imp_rural,0.013288674583093026,cb,wali,technical_cost,sanitation,imp_rural,2031,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,48.57215811
PFLO:NZ,0,mexico,19,pop_improved_rural,856619.5028113594,636345.9163741528,-220273.5864372066,cb:wali:technical_cost:sanitation:imp_rural,0.015000631236373766,cb,wali,technical_cost,sanitation,imp_rural,2032,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,49.70489129
PFLO:NZ,0,mexico,20,pop_improved_rural,859497.4348389792,613926.739170699,-245570.69566828012,cb:wali:technical_cost:sanitation:imp_rural,0.016723364375009875,cb,wali,technical_cost,sanitation,imp_rural,2033,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,50.9055402155
PFLO:NZ,0,mexico,21,pop_improved_rural,862348.2044298735,591324.4830376277,-271023.72139224585,cb:wali:technical_cost:sanitation:imp_rural,0.018456715426811942,cb,wali,technical_cost,sanitation,imp_rural,2034,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,52.1776936015
PFLO:NZ,0,mexico,22,pop_improved_rural,865171.8123262245,568541.4766715189,-296630.33565470565,cb:wali:technical_cost:sanitation:imp_rural,0.020200525858085454,cb,wali,technical_cost,sanitation,imp_rural,2035,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,53.5252029965
PFLO:NZ,0,mexico,23,pop_improved_rural,867024.0063253492,544986.5182616479,-322037.4880637013,cb:wali:technical_cost:sanitation:imp_rural,0.02193075293713806,cb,wali,technical_cost,sanitation,imp_rural,2036,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,54.9522016925
PFLO:NZ,0,mexico,24,pop_improved_rural,868854.0715024528,521312.4429014717,-347541.62860098114,cb:wali:technical_cost:sanitation:imp_rural,0.023667584907726812,cb,wali,technical_cost,sanitation,imp_rural,2037,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,56.463125402
PFLO:NZ,0,mexico,25,pop_improved_rural,870662.0077961368,497521.1473120781,-373140.8604840587,cb:wali:technical_cost:sanitation:imp_rural,0.025410892598964393,cb,wali,technical_cost,sanitation,imp_rural,2038,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,58.0627345935
PFLO:NZ,0,mexico,26,pop_improved_rural,872447.8151456532,473614.5282219261,-398833.2869237271,cb:wali:technical_cost:sanitation:imp_rural,0.02716054683950581,cb,wali,technical_cost,sanitation,imp_rural,2039,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,59.75063942649999
PFLO:NZ,0,mexico,27,pop_improved_rural,874211.4936726594,449594.48246022465,-424617.01121243474,cb:wali:technical_cost:sanitation:imp_rural,0.028916418463566802,cb,wali,technical_cost,sanitation,imp_rural,2040,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,61.520937904
PFLO:NZ,0,mexico,28,pop_improved_rural,874998.7810416435,424999.40793451236,-449999.3731071311,cb:wali:technical_cost:sanitation:imp_rural,0.03064495730859563,cb,wali,technical_cost,sanitation,imp_rural,2041,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,63.3371088795
PFLO:NZ,0,mexico,29,pop_improved_rural,875769.0939015689,400351.5857835741,-475417.5081179948,cb:wali:technical_cost:sanitation:imp_rural,0.03237593230283545,cb,wali,technical_cost,sanitation,imp_rural,2042,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,65.19355781399999
PFLO:NZ,0,mexico,30,pop_improved_rural,876522.4333385362,375652.4714308011,-500869.9619077351,cb:wali:technical_cost:sanitation:imp_rural,0.034109244405916755,cb,wali,technical_cost,sanitation,imp_rural,2043,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,67.07811768799999
PFLO:NZ,0,mexico,31,pop_improved_rural,877258.7982094511,350903.5192837804,-526355.2789256708,cb:wali:technical_cost:sanitation:imp_rural,0.03584479449483818,cb,wali,technical_cost,sanitation,imp_rural,2044,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,68.9932127325
PFLO:NZ,0,mexico,32,pop_improved_rural,877978.1897145647,326106.18475112395,-551872.0049634408,cb:wali:technical_cost:sanitation:imp_rural,0.03758248353801032,cb,wali,technical_cost,sanitation,imp_rural,2045,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,70.941419931
PFLO:NZ,0,mexico,33,pop_improved_rural,877751.2711340309,300943.2929602392,-576807.9781737917,cb:wali:technical_cost:sanitation:imp_rural,0.03928062331363521,cb,wali,technical_cost,sanitation,imp_rural,2046,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,72.91657194199999
PFLO:NZ,0,mexico,34,pop_improved_rural,877512.4675792863,275789.63266777544,-601722.8349115108,cb:wali:technical_cost:sanitation:imp_rural,0.04097732505747388,cb,wali,technical_cost,sanitation,imp_rural,2047,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,74.9175498205
PFLO:NZ,0,mexico,35,pop_improved_rural,877261.7796431128,250646.22275517473,-626615.5568879381,cb:wali:technical_cost:sanitation:imp_rural,0.04267251942406858,cb,wali,technical_cost,sanitation,imp_rural,2048,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,76.952335028
PFLO:NZ,0,mexico,36,pop_improved_rural,876999.2061383167,225514.08157842403,-651485.1245598926,cb:wali:technical_cost:sanitation:imp_rural,0.04436613698252868,cb,wali,technical_cost,sanitation,imp_rural,2049,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,79.0316024145
PFLO:NZ,0,mexico,37,pop_improved_rural,876724.7476593098,200394.22803641355,-676330.5196228962,cb:wali:technical_cost:sanitation:imp_rural,0.04605810838631923,cb,wali,technical_cost,sanitation,imp_rural,2050,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,81.16151915100001
PFLO:NZ,0,mexico,38,pop_improved_rural,874297.719311476,174859.54386229496,-699438.175449181,cb:wali:technical_cost:sanitation:imp_rural,0.04763173974808922,cb,wali,technical_cost,sanitation,imp_rural,2051,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,83.3349842225
PFLO:NZ,0,mexico,39,pop_improved_rural,871870.6909636421,149463.54702233832,-722407.1439413037,cb:wali:technical_cost:sanitation:imp_rural,0.04919592650240278,cb,wali,technical_cost,sanitation,imp_rural,2052,6003,72072.0,PFLO:NZ,cb:wali:technical_cost:sanitation:imp_rural:6003,85.545067765
